date,store_id,sales,year,month,quarter,weekofyear,is_month_start,is_month_end,lag_1,lag_2,lag_3,lag_6,lag_12,rolling_3_mean,rolling_6_mean,cluster
2011-01-31,28,7515959.37,2011,1,1,5,0,1,2489666.02,3313369.84,5698041.680000001,6005922.95,1486892.1,3833692.513333333,4319470.6516666645,0
2011-01-31,27,3595502.39,2011,1,1,5,0,1,4101251.4,5204054.87,3893920.7,1179255.41,2865884.06,4399742.323333334,3727815.624999999,1
2011-01-31,135,2522643.9,2011,1,1,5,0,1,11735619.48,10351509.9,49047.81,2048504.76,119763.8,7378725.729999982,6506093.296666667,2
2011-01-31,79,4846965.75,2011,1,1,5,0,1,4151859.16,8485913.86,6120583.35,100921.07,2243190.5,6252785.456666663,5078950.651666665,2
2011-01-31,80,1864098.24,2011,1,1,5,0,1,4291768.68,2463961.07,3131259.74,4092230.88,2053460.09,3295663.1633333303,4032432.066666665,0
2011-01-31,133,5231287.08,2011,1,1,5,0,1,6397801.45,4754804.59,12780437.25,1324312.71,6342770.31,7977681.096666649,4539565.363333334,1
2011-01-31,83,1654606.61,2011,1,1,5,0,1,2369837.84,4842548.94,7188464.21,8274849.52,3784929.89,4800283.66333333,4318621.9816666655,1
2011-01-31,1,6434925.0,2011,1,1,5,0,1,5405411.63,1584146.86,11424390.24,197743.68,2791538.69,6137982.91,3439987.403333334,2
2011-01-31,23,5845439.459999999,2011,1,1,5,0,1,12159092.02,265957.25,9066848.79,16110371.28,5572978.35,7163966.020000002,9778159.428333333,0
2011-01-31,85,358140.86,2011,1,1,5,0,1,4339745.38,2333183.76,859920.82,6096906.4,65776.5,2510949.9866666645,4165782.4516666657,2
2011-01-31,172,3390246.9,2011,1,1,5,0,1,2781697.79,2545912.92,4910708.04,3544952.84,756428.7899999999,3412772.916666658,2900656.4466666654,1
2011-01-31,87,200747.36,2011,1,1,5,0,1,7305977.84,1531458.28,2684685.93,1933490.72,10421732.37,3840707.349999999,2679888.756666666,2
2011-01-31,89,6475432.949999999,2011,1,1,5,0,1,419600.35,610517.6,437024.82,5728607.22,7496591.34,489047.58999999566,2737610.3033333328,0
2011-01-31,173,7291078.14,2011,1,1,5,0,1,2031474.81,2309504.76,2666503.59,1838607.92,2873161.18,2335827.719999991,3210743.2349999994,2
2011-01-31,164,2568711.62,2011,1,1,5,0,1,3836410.17,375044.8,2701458.8,4470104.01,1479361.96,2304304.5899999863,4352710.82833333,1
2011-01-31,67,15407235.12,2011,1,1,5,0,1,4332083.04,4530178.04,2869504.9,2662879.16,6527014.24,3910588.6599999946,3839404.526666664,0
2011-01-31,33,2812023.32,2011,1,1,5,0,1,3624755.99,1204003.16,4432373.680000001,4479052.0600000005,10278226.77,3087044.276666665,3551822.393333331,2
2011-01-31,66,4196332.27,2011,1,1,5,0,1,8553688.860000001,1274043.0,1292154.71,42992.64,2305764.18,3706628.856666662,3099388.911666664,2
2011-01-31,155,3838205.5,2011,1,1,5,0,1,5151368.49,8544058.67,1947786.24,13091663.24,3216489.36,5214404.466666649,5872840.326666665,0
2011-01-31,44,2242422.08,2011,1,1,5,0,1,2216604.0,4048159.23,137462.65,8797238.18,1241124.28,2134075.2933333283,3569299.849999998,0
2011-01-31,154,3777730.31,2011,1,1,5,0,1,4147071.27,5924833.390000001,1972951.37,221538.9,5587792.09,4014952.009999983,3998808.824999999,1
2011-01-31,43,909830.43,2011,1,1,5,0,1,2080635.71,4685433.02,4065048.76,784022.27,4468029.51,3610372.4966666624,4310380.764999998,1
2011-01-31,153,886316.92,2011,1,1,5,0,1,3001993.91,21561.63,12853098.92,2562621.84,684308.48,5292218.153333317,5683917.041666665,2
2011-01-31,50,4087161.35,2011,1,1,5,0,1,4501473.96,8103293.109999999,7830332.68,5302975.59,601780.52,6811699.91666666,4702304.981666665,2
2011-01-31,51,8508576.120000001,2011,1,1,5,0,1,6979783.380000001,6014474.92,2188959.9,3086151.62,1998333.36,5061072.733333328,3414171.511666665,2
2011-01-31,152,4424547.14,2011,1,1,5,0,1,4710020.15,1507561.02,1836229.38,3965656.0,4660309.109999999,2684603.516666649,2671709.575,1
2011-01-31,52,18971651.16,2011,1,1,5,0,1,6730282.5600000005,1930568.64,736993.36,428820.9,3717670.020000001,3132614.853333328,3263941.526666665,1
2011-01-31,40,220305.8,2011,1,1,5,0,1,1925440.69,6269885.199999999,11511930.2,5774686.96,10684834.84,6569085.36333333,4546941.894999999,0
2011-01-31,53,12945565.28,2011,1,1,5,0,1,7272098.03,5881441.21,3159201.7800000003,8995957.629999999,1573591.84,5437580.339999992,6387490.148333331,1
2011-01-31,160,13410889.04,2011,1,1,5,0,1,1363038.1700000002,6421704.37,5465501.76,2916245.69,735461.68,4416748.099999983,3339083.4333333317,0
2011-01-31,128,873096.01,2011,1,1,5,0,1,3168131.15,6763456.399999999,4695900.99,1712451.51,4184614.42,4875829.513333315,3818880.9716666657,1
2011-01-31,151,2553732.84,2011,1,1,5,0,1,3526561.04,7024537.21,1650456.29,1373662.11,2226964.16,4067184.846666649,3775613.713333333,0
2011-01-31,150,183238.66,2011,1,1,5,0,1,4916861.31,7436081.05,4946039.1,628520.47,117945.98,5766327.153333314,3880592.474999999,0
2011-01-31,55,7805913.89,2011,1,1,5,0,1,4132567.23,13313.91,1020098.88,3396183.52,707929.91,1721993.3399999945,2631918.571666664,2
2011-01-31,38,4836784.33,2011,1,1,5,0,1,9055495.84,409524.72,8543556.58,3209700.81,1515330.13,6002859.046666662,4114479.133333331,1
2011-01-31,161,2326138.99,2011,1,1,5,0,1,1165182.77,3982208.02,7046229.100000001,1424270.5,4495041.779999999,4064539.9633333175,3826555.4683333314,1
2011-01-31,183,1867045.23,2011,1,1,5,0,1,3055833.37,813369.55,1517723.78,2686636.66,513043.94,1795642.2333333215,3703860.7400000007,2
2011-01-31,59,2804408.81,2011,1,1,5,0,1,3460202.64,493966.8,4127894.97,5895991.08,1479311.0,2694021.4699999965,3916953.191666664,1
2011-01-31,37,1347648.25,2011,1,1,5,0,1,1864220.8,9138103.67,9440456.79,10433993.47,9525520.58,6814260.419999994,6188918.163333331,2
2011-01-31,146,5277996.46,2011,1,1,5,0,1,4555135.53,1388428.06,1215841.14,13278497.26,4827523.71,2386468.243333319,4445952.3133333335,0
2011-01-31,163,2353773.9,2011,1,1,5,0,1,10405510.07,1491868.73,6241308.53,1821384.83,6544561.040000001,6046229.109999985,6736418.874999997,0
2011-01-31,145,476735.7,2011,1,1,5,0,1,783568.52,4087179.68,5539704.55,2401102.4,12647696.36,3470150.916666652,4455011.294999999,0
2011-01-31,63,5046060.52,2011,1,1,5,0,1,1691982.72,1619456.66,173163.44,8422798.32,4550918.7,1161534.2733333297,2793845.353333331,0
2011-01-31,144,115540.75,2011,1,1,5,0,1,1656095.0799999998,9422888.84,2351717.91,361137.84,3210595.8,4476900.609999984,4143577.9716666657,1
2011-01-31,39,3279095.0900000003,2011,1,1,5,0,1,3848982.14,8662885.55,2145902.87,2000627.2,2288323.74,4885923.519999996,5754769.271666665,2
2011-01-31,90,1058752.62,2011,1,1,5,0,1,6376918.24,10854618.91,2892170.92,7018590.77,3177021.7,6707902.689999995,7592997.348333333,2
2011-01-31,82,5768182.74,2011,1,1,5,0,1,8458365.18,5299146.41,5413031.63,2053083.04,363870.39,6390181.073333331,4289321.918333333,0
2011-01-31,174,2087.8,2011,1,1,5,0,1,42162.27,4023204.49,1936602.52,6029384.22,5921346.18,2000656.4266666577,2952318.31,0
2011-01-31,99,4485007.140000001,2011,1,1,5,0,1,7723086.0,1101523.5,5782106.17,1774185.36,2118731.58,4868905.223333326,4136087.443333333,1
2011-01-31,14,653676.58,2011,1,1,5,0,1,1412990.4700000002,5582026.59,455214.1,6134057.77,4523573.86,2483410.3866666653,4225123.088333332,0
2011-01-31,121,15665.07,2011,1,1,5,0,1,7084751.39,4558554.43,5000449.07,642849.55,565388.1,5547918.296666649,4012022.213333333,0
2011-01-31,101,13144725.59,2011,1,1,5,0,1,1090979.03,719212.74,3004553.04,8401508.11,250380.81,1604914.936666657,4694981.246666666,0
2011-01-31,102,5418838.09,2011,1,1,5,0,1,4713793.44,10225697.71,8937096.07,4173399.87,3774184.01,7958862.406666656,6203901.425,0
2011-01-31,11,4871770.36,2011,1,1,5,0,1,1121928.01,7124012.33,1697230.7,3695744.35,9057310.53,3314390.346666668,4796968.921666666,2
2011-01-31,119,2308548.73,2011,1,1,5,0,1,9477393.03,1571566.06,4736353.28,3509096.19,4045394.55,5261770.789999984,4385803.693333332,0
2011-01-31,103,2282083.49,2011,1,1,5,0,1,42526.14,4022645.46,8404511.85,1741140.03,6793439.35,4156561.1499999887,4245539.088333333,0
2011-01-31,178,1086648.9200000002,2011,1,1,5,0,1,10199442.09,3918654.09,3970015.42,4097137.9,1049571.08,6029370.533333323,5974805.63,1
2011-01-31,104,1330313.71,2011,1,1,5,0,1,929517.36,5641534.94,14901739.65,1030220.16,3340789.68,7157597.316666655,5258585.406666666,2
2011-01-31,118,3350734.06,2011,1,1,5,0,1,4572618.58,4196283.1,6938006.0,3236746.42,1864489.38,5235635.893333317,4514363.966666666,0
2011-01-31,3,2191231.2,2011,1,1,5,0,1,464986.4,4003805.71,629484.7,4121764.81,7239440.28,1699425.603333335,3649575.718333333,0
2011-01-31,105,15039807.84,2011,1,1,5,0,1,1705993.7699999998,3758541.04,2252122.52,205525.26,1386680.96,2572219.1099999864,2359285.7683333326,0
2011-01-31,106,6681398.89,2011,1,1,5,0,1,4369249.039999999,5738480.19,989351.17,2741240.34,4452539.27,3699026.7999999854,2424318.3283333327,0
2011-01-31,180,11719729.89,2011,1,1,5,0,1,10194968.61,3459549.47,2512120.64,3301142.35,426860.2,5388879.573333322,4229347.848333334,0
2011-01-31,107,1974870.21,2011,1,1,5,0,1,1909583.83,2922830.37,5407458.0,3380633.12,6833617.89,3413290.73333332,3143199.3433333323,0
2011-01-31,116,3574252.7,2011,1,1,5,0,1,5502323.73,780818.3300000001,4426851.7,3959871.43,4375212.62,3569997.919999983,5094806.668333333,2
2011-01-31,108,457555.36,2011,1,1,5,0,1,3977884.4,5886382.51,2058907.63,268877.52,932290.28,3974391.513333319,2945526.316666666,0
2011-01-31,109,8959446.74,2011,1,1,5,0,1,1053664.76,549062.14,491005.9,6734275.890000001,1321683.57,697910.933333319,2986980.826666666,1
2011-01-31,181,2393188.35,2011,1,1,5,0,1,9767691.36,4369961.89,8648690.4,2543772.67,3993443.75,7595447.883333322,5339696.47,0
2011-01-31,110,7557661.01,2011,1,1,5,0,1,7404751.28,1513420.7799999998,1932489.86,4947943.73,2477406.58,3616887.306666652,3041751.099999999,0
2011-01-31,114,1020681.41,2011,1,1,5,0,1,1580393.14,879048.32,2778161.37,1023789.9,3886619.67,1745867.6099999838,2834904.479999999,0
2011-01-31,111,4162898.12,2011,1,1,5,0,1,7681547.199999999,998538.87,4497382.5,6881621.100000001,561038.85,4392489.523333318,4660290.593333332,1
2011-01-31,182,7282133.46,2011,1,1,5,0,1,6026799.83,918386.62,1558089.5,1457979.02,1659027.13,2834425.3166666552,3608263.188333334,2
2011-01-31,8,3664520.75,2011,1,1,5,0,1,3662929.91,4258125.25,1322636.57,2801760.8,2566202.96,3081230.576666668,5619225.036666666,2
2011-01-31,15,5681375.12,2011,1,1,5,0,1,10512426.62,2021624.45,4516580.48,2654905.01,4233166.85,5683543.849999997,5567084.181666666,2
2011-01-31,156,2298360.4,2011,1,1,5,0,1,4390349.76,4416102.92,3071392.37,8340836.25,8859153.719999999,3959281.683333315,4968508.906666664,2
2011-01-31,93,4708833.399999999,2011,1,1,5,0,1,1603170.0499999998,9548275.67,817819.04,300358.5,30649.3,3989754.9199999934,4512508.151666666,0
2011-01-31,92,9721078.19,2011,1,1,5,0,1,1502146.71,199301.04,1223285.6,8855732.27,953471.4,974911.1166666616,2850651.05,1
2011-01-31,125,494541.76,2011,1,1,5,0,1,1590188.15,232329.28,3353225.76,3231888.18,2108102.24,1725247.729999983,1961162.759999999,0
2011-01-31,91,4937722.04,2011,1,1,5,0,1,833520.16,9044327.45,2205119.14,3306773.82,3678841.96,4027655.583333328,4099900.3416666654,1
2011-01-31,175,1548098.2,2011,1,1,5,0,1,3017658.6100000003,8917460.629999999,5004037.33,3090522.18,5626545.6,5646385.523333323,4423567.966666666,1
2011-01-31,17,1471783.5,2011,1,1,5,0,1,2124988.24,5999351.03,1188478.28,2477962.52,7176705.23,3104272.5166666643,3100681.2616666653,0
2011-01-31,127,980184.09,2011,1,1,5,0,1,327734.26,5273584.9,133234.02000000002,88970.88,1171674.72,1911517.7266666489,2301336.1783333328,2
2011-01-31,16,24519.0,2011,1,1,5,0,1,3062499.51,840329.85,1072444.38,8454377.18,7046690.45,1658424.579999998,2680044.828333332,0
2011-01-31,97,2950975.19,2011,1,1,5,0,1,2112039.77,468649.2,6454928.14,9692148.61,2500353.56,3011872.369999994,4445135.916666666,1
2011-01-31,124,1048618.64,2011,1,1,5,0,1,592781.4,3721364.52,167922.83000000002,3638522.12,1500128.62,1494022.9166666495,3410478.7183333337,0
2011-02-28,17,26273.28,2011,2,1,9,0,1,1471783.5,2124988.24,5999351.03,5814204.5200000005,6721864.13,3198707.589999998,2932984.7583333324,0
2011-02-28,171,1526319.12,2011,2,1,9,0,1,4993081.92,2267907.52,7014323.5600000005,6143719.71,2203488.0,4758437.666666658,4729628.403333331,0
2011-02-28,22,11981590.18,2011,2,1,9,0,1,823598.4500000001,5655432.73,709954.74,1038001.74,4355205.21,2396328.640000001,3025739.9299999992,2
2011-02-28,161,2589910.27,2011,2,1,9,0,1,2326138.99,1165182.77,3982208.02,7442571.09,5451916.81,2491176.593333317,3976866.883333331,1
2011-02-28,7,8277346.63,2011,2,1,9,0,1,2857950.24,7026223.829999999,2725424.6,2430756.9,6960567.64,4203199.556666668,3913710.013333333,1
2011-02-28,39,3049091.1,2011,2,1,9,0,1,3279095.0900000003,3848982.14,8662885.55,15085139.01,942321.44,5263654.259999995,5967847.253333331,2
2011-02-28,37,2747243.02,2011,2,1,9,0,1,1347648.25,1864220.8,9138103.67,2557469.29,3863372.89,4116657.573333329,4674527.293333331,2
2011-02-28,160,3395479.16,2011,2,1,9,0,1,13410889.04,1363038.1700000002,6421704.37,3560660.91,5922443.57,7065210.526666649,5088190.65833333,0
2011-02-28,172,928333.7,2011,2,1,9,0,1,3390246.9,2781697.79,2545912.92,3586789.86,14271489.85,2905952.536666658,2874872.1233333326,1
2011-02-28,180,3243605.14,2011,2,1,9,0,1,11719729.89,10194968.61,3459549.47,307657.82,249584.65,8458082.656666655,5632445.771666666,0
2011-02-28,27,3806414.58,2011,2,1,9,0,1,3595502.39,4101251.4,5204054.87,4709292.899999999,1384671.48,4300269.553333334,4130523.454999999,1
2011-02-28,20,737765.41,2011,2,1,9,0,1,8715302.11,2374433.67,8203196.65,654955.54,2703117.92,6430977.476666664,3792274.664999999,0
2011-02-28,174,889305.78,2011,2,1,9,0,1,2087.8,42162.27,4023204.49,1499868.8,3644755.66,1355818.186666658,1947768.906666666,0
2011-02-28,40,14402670.91,2011,2,1,9,0,1,220305.8,1925440.69,6269885.199999999,816844.0,218228.06,2805210.5633333293,3621211.701666664,0
2011-02-28,159,5524716.73,2011,2,1,9,0,1,3860645.58,1541586.06,4165357.21,2421416.18,604247.76,3189196.2833333164,2504978.316666664,0
2011-02-28,181,1405414.38,2011,2,1,9,0,1,2393188.35,9767691.36,4369961.89,6068741.02,1828570.64,5510280.533333321,5314599.083333333,0
2011-02-28,42,4717053.5,2011,2,1,9,0,1,2855349.27,4511256.79,3155953.29,3827188.15,2847090.12,3507519.783333328,3893807.653333331,2
2011-02-28,5,2643828.5,2011,2,1,9,0,1,112667.68,7734916.09,1199050.16,6634592.149999999,3389219.14,3015544.643333335,3563670.641666666,0
2011-02-28,158,12175758.489999998,2011,2,1,9,0,1,1340492.1,133144.7,4129799.83,5576237.779999999,10164635.27,1867812.209999982,2783792.1816666643,0
2011-02-28,173,5205416.97,2011,2,1,9,0,1,7291078.14,2031474.81,2309504.76,5662675.22,7401512.61,3877352.569999991,4119488.271666666,2
2011-02-28,43,5892835.7,2011,2,1,9,0,1,909830.43,2080635.71,4685433.02,6019191.76,6848830.85,2558633.053333329,4331348.791666665,1
2011-02-28,182,6650071.920000001,2011,2,1,9,0,1,7282133.46,6026799.83,918386.62,5226367.33,151631.15999999997,4742439.969999989,4578955.595000001,2
2011-02-28,44,5317660.82,2011,2,1,9,0,1,2242422.08,2216604.0,4048159.23,3662363.99,9794623.12,2835728.4366666614,2476830.499999998,0
2011-02-28,4,2531334.52,2011,2,1,9,0,1,9602794.56,5899547.44,4099174.46,1286050.64,10520999.63,6533838.820000003,4358737.423333333,0
2011-02-28,45,4679218.390000001,2011,2,1,9,0,1,729320.04,540910.5499999999,214320.12,1340079.05,718868.48,494850.2366666629,944585.3783333314,0
2011-02-28,6,2181114.56,2011,2,1,9,0,1,2227654.3,1565586.54,1989594.36,1427763.7,306579.4,1927611.7333333343,1773934.845,0
2011-02-28,19,8276276.52,2011,2,1,9,0,1,5685701.27,4296595.18,5713095.369999999,7345269.17,5059156.19,5231797.273333331,5746111.961666665,0
2011-02-28,36,9719740.52,2011,2,1,9,0,1,1574232.02,2722355.17,3084919.92,1235380.73,619932.7000000001,2460502.369999995,2871211.151666665,0
2011-02-28,162,824511.2,2011,2,1,9,0,1,6690567.83,3194836.26,5184008.73,1964797.85,1097585.15,5023137.606666652,4186352.219999997,2
2011-02-28,15,4411437.78,2011,2,1,9,0,1,5681375.12,10512426.62,2021624.45,7834643.78,2466269.43,6071808.729999997,6071495.866666664,2
2011-02-28,168,7552220.08,2011,2,1,9,0,1,2308609.58,2160664.24,1989131.27,7040571.58,967728.94,2152801.696666655,3209187.7999999984,0
2011-02-28,175,7156146.69,2011,2,1,9,0,1,1548098.2,3017658.6100000003,8917460.629999999,582882.55,5456265.73,4494405.813333324,4166497.3033333328,1
2011-02-28,28,2568957.17,2011,2,1,9,0,1,7515959.37,2489666.02,3313369.84,943010.22,3175682.77,4439665.076666666,4571143.388333332,0
2011-02-28,167,2280481.38,2011,2,1,9,0,1,84888.05,4583056.680000001,2159107.36,6458025.18,5874723.51,2275684.029999987,2791823.5316666644,0
2011-02-28,14,729608.6,2011,2,1,9,0,1,653676.58,1412990.4700000002,5582026.59,5952290.220000001,3238235.89,2549564.546666665,3311726.223333332,0
2011-02-28,26,3383642.8200000003,2011,2,1,9,0,1,4774300.16,10760407.83,1603833.06,4059427.67,3427368.22,5712847.016666667,4995352.934999999,0
2011-02-28,29,5629021.1,2011,2,1,9,0,1,1798886.53,45468.8,7392167.6,7126397.67,4061264.8,3078840.976666666,3145635.2266666647,0
2011-02-28,176,3325780.4,2011,2,1,9,0,1,1063457.32,6057074.2,7738918.66,3090870.8800000004,2125173.43,4953150.05999999,5690091.565,2
2011-02-28,30,789356.19,2011,2,1,9,0,1,7933584.54,11079785.48,3594991.04,7208183.09,4465916.88,7536120.353333333,7045970.794999998,1
2011-02-28,25,2807271.66,2011,2,1,9,0,1,2885759.93,8372257.209999999,4024760.19,8886509.53,7862519.699999999,5094259.11,4760796.754999999,0
2011-02-28,31,5499477.77,2011,2,1,9,0,1,3804974.22,2806357.6500000004,1944649.38,993325.3,156943.08,2851993.7499999995,2704365.1866666656,2
2011-02-28,165,670006.94,2011,2,1,9,0,1,1192031.5,3610464.18,793919.2,2765630.74,1330484.29,1865471.6266666527,2794481.3683333304,0
2011-02-28,8,9327137.13,2011,2,1,9,0,1,3664520.75,3662929.91,4258125.25,5202710.16,127966.88,3861858.636666668,5763018.361666665,2
2011-02-28,177,54981.69,2011,2,1,9,0,1,1328421.89,778682.49,447822.3,6129919.16,7216365.42,851642.2266666573,2522542.87,1
2011-02-28,24,4020428.5,2011,2,1,9,0,1,1838815.71,1086034.38,3421936.39,252218.78,3890588.31,2115595.493333335,1578404.6616666652,0
2011-02-28,164,8966202.61,2011,2,1,9,0,1,2568711.62,3836410.17,375044.8,8446924.98,8223449.949999999,2260055.5299999863,4035812.096666664,1
2011-02-28,18,1464222.99,2011,2,1,9,0,1,117334.02,246496.0,1349955.02,6971244.42,593597.65,571261.6799999973,2239483.6299999985,0
2011-02-28,156,2861458.04,2011,2,1,9,0,1,2298360.4,4390349.76,4416102.92,3844557.31,584866.24,3701604.359999981,3961429.5983333313,2
2011-02-28,170,2651287.58,2011,2,1,9,0,1,2197951.95,7158108.97,1817877.6,2492303.8600000003,3276888.72,3724646.173333325,3575704.913333331,2
2011-02-28,33,4349325.33,2011,2,1,9,0,1,2812023.32,3624755.99,1204003.16,7429429.939999999,7564930.24,2546927.4899999984,3273984.269999998,2
2011-02-28,34,1230650.84,2011,2,1,9,0,1,402915.36,1826904.26,8606342.18,1539855.48,2942752.89,3612053.9333333313,2801402.4716666644,0
2011-02-28,23,1285101.62,2011,2,1,9,0,1,5845439.459999999,12159092.02,265957.25,14121501.67,8144856.67,6090162.910000001,8067337.458333331,0
2011-02-28,178,6082179.25,2011,2,1,9,0,1,1086648.9200000002,10199442.09,3918654.09,4722726.699999999,129836.28,5068248.366666656,5473057.466666666,1
2011-02-28,163,8079162.09,2011,2,1,9,0,1,2353773.9,10405510.07,1491868.73,13494041.81,12494887.84,4750384.233333319,6825150.386666664,0
2011-02-28,10,1664425.6,2011,2,1,9,0,1,1140551.12,4352882.2,2174263.52,2628761.0,226093.16,2555898.9466666686,4719456.866666666,1
2011-02-28,16,6419982.87,2011,2,1,9,0,1,24519.0,3062499.51,840329.85,2298034.83,5331667.06,1309116.119999998,1275068.4649999987,0
2011-02-28,35,4054112.0,2011,2,1,9,0,1,5726686.48,1131341.64,11748447.48,805226.29,5561710.02,6202158.533333329,5261982.239999997,0
2011-02-28,12,779832.6599999999,2011,2,1,9,0,1,9084214.03,7702485.36,5147896.33,8144822.56,2836862.44,7311531.906666667,5634671.753333333,0
2011-02-28,11,7635138.37,2011,2,1,9,0,1,4871770.36,1121928.01,7124012.33,9283328.9,877299.84,4372570.233333334,4992973.256666665,2
2011-02-28,148,25955.15,2011,2,1,9,0,1,2830970.74,2259410.76,4151333.38,674304.03,1393573.52,3080571.6266666497,2622811.2149999994,1
2011-02-28,155,86599.7,2011,2,1,9,0,1,3838205.5,5151368.49,8544058.67,2379361.22,1477906.11,5844544.219999983,4330597.369999998,0
2011-02-28,97,183238.66,2011,2,1,9,0,1,2950975.19,2112039.77,468649.2,1382708.14,1962521.66,1843888.053333328,3321607.0133333323,1
2011-02-28,96,1385207.12,2011,2,1,9,0,1,1304711.58,1448092.36,340895.83,8309593.41,653549.1,1031233.2566666594,4022596.3766666655,0
2011-02-28,124,3670437.23,2011,2,1,9,0,1,1048618.64,592781.4,3721364.52,7040218.26,3847192.2,1787588.1866666495,2978828.1383333337,0
2011-02-28,95,201549.2,2011,2,1,9,0,1,16758443.25,622025.8200000001,4395908.82,524112.3,1142056.46,7258792.629999991,5372225.498333332,2
2011-02-28,125,215708.98,2011,2,1,9,0,1,494541.76,1590188.15,232329.28,707214.06,5860607.08,772353.0633333166,1504938.3566666662,0
2011-02-28,93,1475309.37,2011,2,1,9,0,1,4708833.399999999,1603170.0499999998,9548275.67,6038294.37,9869478.1,5286759.7066666605,5247253.968333333,0
2011-02-28,126,2026556.4,2011,2,1,9,0,1,11337884.56,1310611.27,37672.11,7501546.050000001,998342.21,4228722.646666649,4242035.816666666,0
2011-02-28,91,8659890.190000001,2011,2,1,9,0,1,4937722.04,833520.16,9044327.45,2451997.64,431207.48,4938523.216666662,4371725.044999999,1
2011-02-28,127,4076473.54,2011,2,1,9,0,1,980184.09,327734.26,5273584.9,488243.85,2190058.8600000003,2193834.416666649,2449871.7133333324,2
2011-02-28,90,3799435.14,2011,2,1,9,0,1,1058752.62,6376918.24,10854618.91,15084103.2,1193777.08,6096763.256666663,6599690.989999999,2
2011-02-28,128,1231909.86,2011,2,1,9,0,1,873096.01,3168131.15,6763456.399999999,4915240.66,3326760.96,3601561.1866666484,3678988.388333332,1
2011-02-28,89,1670489.7,2011,2,1,9,0,1,6475432.949999999,419600.35,610517.6,6733688.47,2390279.77,2501850.299999996,2862081.258333333,0
2011-02-28,88,2916567.22,2011,2,1,9,0,1,385276.1,7635156.86,3235097.74,1698076.48,1126868.19,3751843.566666665,3907030.006666666,0
2011-02-28,129,8121828.010000001,2011,2,1,9,0,1,5078210.09,6296198.7,356494.84,13022369.06,1938365.72,3910301.209999981,4368477.431666666,1
2011-02-28,87,1456955.3199999998,2011,2,1,9,0,1,200747.36,7305977.84,1531458.28,784708.05,1005367.9,3012727.8266666657,2391098.196666666,2
2011-02-28,86,901564.88,2011,2,1,9,0,1,578076.29,3801127.34,2963890.91,2206630.8200000003,5737811.31,2447698.18,3082836.17,1
2011-02-28,130,3045575.81,2011,2,1,9,0,1,6563400.4,777848.94,4964175.78,402683.71,5169777.109999999,4101808.373333314,3960140.3416666654,0
2011-02-28,85,6531854.56,2011,2,1,9,0,1,358140.86,4339745.38,2333183.76,7610653.78,6819037.33,2343689.9999999977,3209321.528333333,2
2011-02-28,131,1137107.74,2011,2,1,9,0,1,9384787.8,5080594.529999999,40542.88,8398882.35,5260368.17,4835308.403333313,5584858.864999999,0
2011-02-28,98,200747.36,2011,2,1,9,0,1,693595.76,4651888.03,1619103.7,3310612.0900000003,3985262.9,2321529.163333328,2849565.833333333,2
2011-02-28,122,12566579.99,2011,2,1,9,0,1,1433472.34,7758562.5,644571.91,4204583.2,13256418.98,3278868.9166666493,3209162.938333333,0
2011-02-28,99,1613305.1,2011,2,1,9,0,1,4485007.140000001,7723086.0,1101523.5,7344385.13,201997.5,4436538.879999993,4587891.073333333,1
